player_name,season,games,minutes,per,ts_pct,usg_pct,bpm,vorp
Frank Kaminsky,2020,39.0,777.0,14.2,0.545,21.0,-0.5,0.3
Thon Maker,2020,60.0,776.0,13.7,0.582,16.1,-1.4,0.1
Patrick Patterson,2020,59.0,776.0,11.5,0.58,14.7,0.3,0.5
Dewayne Dedmon,2020,44.0,774.0,9.4,0.473,18.1,-5.8,-0.7
Dewayne Dedmon,2020,34.0,541.0,8.5,0.477,18.5,-6.4,-0.6
Dewayne Dedmon,2020,10.0,233.0,11.4,0.463,17.4,-4.5,-0.1
Sterling Brown,2020,52.0,767.0,9.5,0.486,17.0,-2.0,0.0
Sekou Doumbouya,2020,38.0,754.0,6.2,0.474,16.9,-6.7,-0.9
Keita Bates-Diop,2020,44.0,744.0,12.4,0.539,15.8,-1.4,0.1
Keita Bates-Diop,2020,37.0,646.0,12.5,0.535,15.8,-0.9,0.2
Keita Bates-Diop,2020,7.0,98.0,12.1,0.571,15.7,-5.0,-0.1
Reggie Jackson,2020,31.0,743.0,13.7,0.529,23.1,-0.4,0.3
Reggie Jackson,2020,14.0,381.0,14.7,0.492,27.0,-0.5,0.1
Reggie Jackson,2020,17.0,362.0,12.6,0.587,19.1,-0.3,0.2
Wilson Chandler,2020,35.0,734.0,7.4,0.531,12.9,-2.7,-0.1
Elie Okobo,2020,55.0,719.0,10.6,0.516,14.8,-1.9,0.0
Grayson Allen,2020,38.0,718.0,12.0,0.609,17.6,-1.3,0.1
Bruno Fernando,2020,56.0,713.0,11.9,0.542,15.3,-4.1,-0.4
Tyler Johnson,2020,39.0,709.0,10.1,0.504,18.0,-2.9,-0.2
Tyler Johnson,2020,31.0,515.0,8.1,0.481,17.3,-3.6,-0.2
Tyler Johnson,2020,8.0,194.0,15.6,0.552,19.8,-1.1,0.0
Dwayne Bacon,2020,39.0,687.0,6.1,0.419,19.5,-6.8,-0.8
Rodions Kurucs,2020,47.0,684.0,8.9,0.555,14.7,-2.8,-0.1
Reggie Bullock,2020,29.0,684.0,9.3,0.502,15.6,-3.0,-0.2
Raul Neto,2020,54.0,668.0,12.7,0.567,18.7,-1.8,0.0
Zion Williamson,2020,24.0,668.0,24.1,0.616,30.5,2.1,0.7
Harry Giles,2020,46.0,667.0,16.4,0.58,20.6,-1.3,0.1
Tony Bradley,2020,58.0,663.0,21.7,0.681,15.8,1.3,0.6
Kyrie Irving,2020,20.0,658.0,26.2,0.595,32.6,7.7,1.6
Allen Crabbe,2020,37.0,653.0,6.0,0.47,12.7,-5.3,-0.5
Allen Crabbe,2020,28.0,522.0,7.2,0.482,12.7,-4.1,-0.3
Allen Crabbe,2020,9.0,131.0,1.1,0.416,12.5,-9.7,-0.3
Rodney Hood,2020,21.0,619.0,12.2,0.625,13.9,-0.9,0.2
James Johnson,2020,32.0,619.0,14.8,0.572,19.4,0.0,0.3
James Johnson,2020,18.0,281.0,11.1,0.547,17.0,-1.8,0.0
James Johnson,2020,14.0,338.0,17.9,0.588,21.4,1.6,0.3
Daniel Gafford,2020,43.0,609.0,16.2,0.686,13.3,-1.3,0.1
John Henson,2020,40.0,600.0,17.0,0.578,16.3,0.9,0.4
John Henson,2020,29.0,412.0,16.9,0.539,16.1,1.1,0.3
John Henson,2020,11.0,188.0,17.1,0.67,16.7,0.5,0.1
Alfonzo McKinnie,2020,40.0,593.0,8.7,0.493,15.2,-5.3,-0.5
Nickeil Alexander-Walker,2020,47.0,591.0,8.9,0.473,23.3,-4.6,-0.4
Jordan McLaughlin,2020,30.0,590.0,16.3,0.587,15.8,0.3,0.3
Nassir Little,2020,48.0,573.0,9.6,0.505,13.7,-3.5,-0.2
Mike Muscala,2020,47.0,572.0,12.5,0.569,16.6,-0.1,0.3
Skal Labissière,2020,33.0,567.0,15.4,0.588,14.3,-1.3,0.1
Gary Clark,2020,42.0,567.0,10.7,0.568,11.0,-1.9,0.0
Gary Clark,2020,18.0,212.0,11.8,0.564,12.5,-0.6,0.1
Gary Clark,2020,24.0,355.0,10.1,0.571,10.1,-2.6,-0.1
Luke Kornet,2020,36.0,559.0,12.7,0.539,16.3,-1.2,0.1
Wayne Ellington,2020,36.0,558.0,8.5,0.509,15.0,-2.9,-0.1
Dennis Smith Jr.,2020,34.0,537.0,7.4,0.399,23.1,-6.1,-0.6
Troy Daniels,2020,47.0,532.0,8.4,0.518,16.3,-2.9,-0.1
Troy Daniels,2020,41.0,456.0,9.0,0.527,16.1,-2.2,0.0
Troy Daniels,2020,6.0,76.0,5.3,0.464,17.7,-7.2,-0.1
Yogi Ferrell,2020,50.0,530.0,12.2,0.528,19.2,-1.8,0.0
Victor Oladipo,2020,19.0,528.0,11.3,0.506,26.5,-3.3,-0.2
Chandler Hutchison,2020,28.0,527.0,12.4,0.521,19.1,-2.6,-0.1
Trey Burke,2020,33.0,520.0,15.6,0.548,20.0,-0.2,0.2
Trey Burke,2020,25.0,329.0,15.4,0.545,19.2,-0.5,0.1
Trey Burke,2020,8.0,191.0,16.0,0.553,21.4,0.2,0.1
Blake Griffin,2020,18.0,512.0,11.9,0.476,28.4,-4.3,-0.3
Quinn Cook,2020,44.0,508.0,10.0,0.509,21.0,-3.8,-0.2
Jake Layman,2020,23.0,505.0,10.3,0.544,17.7,-3.7,-0.2
Nicolas Batum,2020,22.0,505.0,9.2,0.463,9.4,-1.9,0.0
Kelan Martin,2020,31.0,495.0,9.2,0.506,17.8,-4.3,-0.3
Naz Reid,2020,30.0,495.0,15.3,0.505,24.0,-1.9,0.0
Denzel Valentine,2020,36.0,488.0,13.0,0.511,23.3,-0.6,0.2
Džanan Musa,2020,40.0,487.0,9.4,0.484,20.1,-4.4,-0.3
Danté Exum,2020,35.0,485.0,10.3,0.576,15.0,-2.9,-0.1
Danté Exum,2020,11.0,83.0,4.8,0.503,17.8,-5.7,-0.1
Danté Exum,2020,24.0,402.0,11.5,0.592,14.4,-2.4,0.0
Marko Gudurić,2020,44.0,484.0,8.8,0.514,17.6,-3.4,-0.2
Shaquille Harrison,2020,43.0,484.0,17.8,0.559,18.1,2.8,0.6
Cheick Diallo,2020,47.0,479.0,16.5,0.688,17.0,-1.3,0.1
Goga Bitadze,2020,54.0,471.0,12.1,0.523,17.9,-2.3,0.0
JaKarr Sampson,2020,34.0,471.0,12.6,0.615,13.2,-1.4,0.1
Javonte Green,2020,48.0,468.0,13.1,0.564,15.3,-0.7,0.2
Jahlil Okafor,2020,30.0,467.0,18.3,0.642,19.9,-0.2,0.2
Brandon Knight,2020,25.0,462.0,8.5,0.503,20.6,-4.4,-0.3
Brandon Knight,2020,16.0,241.0,5.4,0.431,19.1,-6.5,-0.3
Brandon Knight,2020,9.0,221.0,11.9,0.576,22.2,-2.0,0.0
J.J. Barea,2020,29.0,450.0,14.6,0.512,24.2,-1.4,0.1
Edmond Sumner,2020,31.0,447.0,10.1,0.491,17.3,-2.9,-0.1
Matt Thomas,2020,41.0,440.0,13.3,0.65,16.6,1.1,0.3
Anžejs Pasečņiks,2020,27.0,437.0,11.3,0.551,15.8,-5.6,-0.4
Thabo Sefolosha,2020,41.0,436.0,9.4,0.487,10.4,-1.2,0.1
Gary Payton II,2020,29.0,432.0,11.3,0.473,13.4,-1.6,0.0
Brandon Goodwin,2020,34.0,430.0,11.6,0.507,22.4,-2.9,-0.1
Boban Marjanović,2020,44.0,422.0,25.7,0.612,26.9,1.2,0.3
Andre Iguodala,2020,21.0,418.0,10.5,0.507,12.7,-0.5,0.2
Jacob Evans,2020,29.0,418.0,5.5,0.436,17.5,-7.1,-0.5
Jacob Evans,2020,27.0,414.0,5.6,0.439,17.6,-7.0,-0.5
Jacob Evans,2020,2.0,4.0,-9.6,0.0,10.3,-16.1,0.0
PJ Dozier,2020,29.0,412.0,11.6,0.495,20.8,-3.8,-0.2
Chris Chiozza,2020,28.0,401.0,12.0,0.499,18.1,-1.2,0.1
Chris Chiozza,2020,10.0,123.0,9.2,0.397,14.5,-1.5,0.0
Chris Chiozza,2020,18.0,278.0,13.2,0.531,19.7,-1.1,0.1
Robert Williams,2020,29.0,388.0,23.1,0.728,13.6,5.1,0.7
Cristiano Felício,2020,22.0,386.0,12.8,0.671,9.1,-3.1,-0.1
Josh Jackson,2020,22.0,381.0,14.1,0.547,22.8,0.1,0.2
Al-Farouq Aminu,2020,18.0,380.0,7.6,0.395,13.2,-3.0,-0.1
Noah Vonleh,2020,36.0,377.0,15.5,0.622,13.9,-1.0,0.1
Noah Vonleh,2020,29.0,347.0,15.3,0.605,13.9,-1.0,0.1
Noah Vonleh,2020,7.0,30.0,17.6,0.838,14.1,-0.6,0.0
Willy Hernangómez,2020,31.0,375.0,19.2,0.576,22.9,0.1,0.2
Romeo Langford,2020,32.0,370.0,5.4,0.434,11.8,-4.9,-0.3
Admiral Schofield,2020,33.0,368.0,6.1,0.502,11.9,-5.5,-0.3
Theo Pinson,2020,33.0,365.0,5.2,0.37,22.3,-7.0,-0.5
Jared Dudley,2020,45.0,364.0,7.8,0.558,8.0,-0.7,0.1
D.J. Wilson,2020,37.0,363.0,8.2,0.475,18.1,-4.0,-0.2
Terance Mann,2020,41.0,362.0,10.6,0.545,12.6,-1.5,0.0
Deonte Burton,2020,39.0,356.0,4.3,0.396,18.5,-6.8,-0.4
Tim Frazier,2020,27.0,355.0,9.8,0.464,17.3,-4.6,-0.2
Justise Winslow,2020,11.0,352.0,8.5,0.44,20.6,-3.6,-0.1
Carsen Edwards,2020,37.0,351.0,6.9,0.444,18.4,-4.6,-0.2
Chris Silva,2020,44.0,346.0,17.3,0.651,17.1,-2.3,0.0
Courtney Lee,2020,24.0,345.0,10.8,0.629,11.9,-0.6,0.1
Marvin Bagley III,2020,13.0,334.0,15.6,0.512,25.8,-3.5,-0.1
Otto Porter Jr.,2020,14.0,331.0,15.8,0.55,21.0,1.0,0.3
Ty Jerome,2020,31.0,328.0,7.9,0.425,17.9,-3.7,-0.1
Caleb Martin,2020,18.0,317.0,12.0,0.595,15.0,-1.0,0.1
Kyle O'Quinn,2020,29.0,313.0,18.6,0.544,15.7,3.0,0.4
Ed Davis,2020,28.0,303.0,9.5,0.489,9.4,-3.2,-0.1
Keldon Johnson,2020,17.0,301.0,19.1,0.711,17.4,1.5,0.3
Jalen McDaniels,2020,16.0,293.0,10.7,0.574,13.3,-3.3,-0.1
Chris Clemons,2020,33.0,291.0,13.1,0.548,23.6,-1.0,0.1
Allonzo Trier,2020,24.0,291.0,14.5,0.62,21.4,-0.4,0.1
Zach Collins,2020,11.0,290.0,9.9,0.538,12.5,-3.1,-0.1
DeMarre Carroll,2020,24.0,290.0,9.1,0.515,14.8,-3.9,-0.1
DeMarre Carroll,2020,15.0,135.0,4.9,0.437,15.3,-7.0,-0.2
DeMarre Carroll,2020,9.0,155.0,12.8,0.578,14.3,-1.1,0.0
Caleb Swanigan,2020,27.0,288.0,7.6,0.597,13.5,-6.0,-0.3
Caleb Swanigan,2020,7.0,23.0,-0.1,0.512,20.5,-11.7,-0.1
Caleb Swanigan,2020,20.0,265.0,8.2,0.605,12.9,-5.5,-0.2
Dragan Bender,2020,16.0,286.0,10.9,0.545,17.7,-2.9,-0.1
Dragan Bender,2020,7.0,91.0,8.4,0.582,12.4,-1.2,0.0
Dragan Bender,2020,9.0,195.0,12.1,0.534,20.1,-3.7,-0.1
Michael Kidd-Gilchrist,2020,25.0,281.0,4.2,0.416,13.7,-7.4,-0.4
Michael Kidd-Gilchrist,2020,12.0,160.0,6.1,0.421,17.6,-6.9,-0.2
Michael Kidd-Gilchrist,2020,13.0,121.0,1.7,0.395,8.5,-8.0,-0.2
Drew Eubanks,2020,22.0,272.0,17.3,0.682,15.8,-1.8,0.0
Juan Toscano-Anderson,2020,13.0,272.0,9.4,0.529,12.7,-3.6,-0.1
David Nwaba,2020,20.0,268.0,14.0,0.627,14.2,1.1,0.2
Isaiah Hartenstein,2020,23.0,266.0,18.6,0.674,14.8,0.3,0.2
Kevon Looney,2020,20.0,262.0,9.4,0.403,15.7,-5.6,-0.2
Jordan Bell,2020,29.0,256.0,13.9,0.577,16.4,-2.5,0.0
Jordan Bell,2020,27.0,235.0,14.1,0.57,15.9,-2.6,0.0
Jordan Bell,2020,2.0,21.0,12.6,0.635,21.6,-1.6,0.0
Jusuf Nurkić,2020,8.0,253.0,22.6,0.567,24.0,2.0,0.2
Evan Turner,2020,19.0,251.0,6.8,0.424,16.4,-5.5,-0.2
Derrick Walton,2020,26.0,248.0,8.7,0.617,8.1,-1.0,0.1
Derrick Walton,2020,23.0,222.0,8.4,0.626,8.3,-1.3,0.0
Derrick Walton,2020,3.0,26.0,11.3,0.5,6.7,1.8,0.0
Bruno Caboclo,2020,30.0,244.0,14.1,0.484,18.0,-2.1,0.0
Bruno Caboclo,2020,22.0,192.0,11.9,0.441,16.8,-2.7,0.0
Bruno Caboclo,2020,8.0,52.0,22.1,0.618,22.8,0.2,0.0
Iman Shumpert,2020,13.0,241.0,5.3,0.403,13.4,-5.5,-0.2
Wenyen Gabriel,2020,30.0,235.0,9.6,0.546,13.4,-3.8,-0.1
Wenyen Gabriel,2020,11.0,61.0,7.4,0.444,18.8,-3.9,0.0
Wenyen Gabriel,2020,19.0,174.0,10.3,0.606,11.5,-3.8,-0.1
Justin James,2020,36.0,232.0,11.0,0.477,18.9,-1.4,0.0
Norvel Pelle,2020,24.0,232.0,10.5,0.526,13.4,-5.2,-0.2
Garrison Mathews,2020,18.0,227.0,13.1,0.691,14.5,-1.1,0.1
T.J. Leaf,2020,28.0,222.0,12.9,0.451,20.0,-2.4,0.0
Ante Žižić,2020,22.0,221.0,16.4,0.597,17.5,-3.2,-0.1
Tyson Chandler,2020,26.0,219.0,10.8,0.717,6.0,-1.5,0.0
Dion Waiters,2020,10.0,207.0,11.5,0.521,25.2,-1.2,0.0
Dion Waiters,2020,3.0,42.0,13.4,0.53,30.9,1.8,0.0
Dion Waiters,2020,7.0,165.0,11.0,0.518,23.8,-2.0,0.0
Mychal Mulder,2020,7.0,204.0,7.8,0.533,16.2,-6.0,-0.2
Nic Claxton,2020,15.0,187.0,14.8,0.577,14.8,-0.7,0.1
Cameron Payne,2020,8.0,183.0,15.7,0.612,19.1,1.7,0.2
John Konchar,2020,19.0,181.0,18.0,0.713,10.3,4.5,0.3
Ryan Broekhoff,2020,17.0,180.0,13.1,0.568,16.3,0.8,0.1
Johnathan Williams,2020,15.0,180.0,14.0,0.566,10.3,-2.0,0.0
Malcolm Miller,2020,28.0,162.0,6.7,0.538,9.6,-2.3,0.0
Rayjon Tucker,2020,20.0,161.0,9.7,0.584,16.6,-6.1,-0.2
C.J. Miles,2020,10.0,161.0,11.1,0.472,18.6,-1.7,0.0
Tyrone Wallace,2020,14.0,160.0,3.9,0.389,16.0,-8.7,-0.3
Amir Coffey,2020,18.0,159.0,8.5,0.493,17.6,-4.1,-0.1
Jaylen Nowell,2020,15.0,151.0,10.5,0.471,17.3,-3.8,-0.1
Stanley Johnson,2020,25.0,150.0,9.9,0.454,23.1,-2.5,0.0
Michael Frazier,2020,13.0,145.0,-0.9,0.384,11.5,-11.0,-0.3
DaQuan Jeffries,2020,13.0,141.0,11.2,0.586,13.7,-3.8,-0.1
Alen Smailagić,2020,14.0,139.0,14.5,0.61,18.2,-2.2,0.0
Stephen Curry,2020,5.0,139.0,21.7,0.557,33.6,3.9,0.2
Oshae Brissett,2020,19.0,135.0,6.7,0.458,15.0,-5.3,-0.1
Juwan Morgan,2020,21.0,134.0,10.1,0.648,11.0,-3.2,0.0
Donta Hall,2020,9.0,133.0,13.6,0.652,11.1,-3.9,-0.1
Donta Hall,2020,4.0,48.0,7.3,0.452,7.9,-7.0,-0.1
Donta Hall,2020,5.0,85.0,17.2,0.709,12.9,-2.1,0.0
Vincent Poirier,2020,22.0,130.0,12.7,0.525,15.4,-3.8,-0.1
Thanasis Antetokounmpo,2020,20.0,129.0,12.2,0.496,21.6,-3.2,0.0
Melvin Frazier,2020,19.0,126.0,9.8,0.559,14.0,-2.3,0.0
Tremont Waters,2020,11.0,119.0,4.3,0.381,24.2,-7.5,-0.2
Alize Johnson,2020,17.0,118.0,13.3,0.509,15.0,-1.6,0.0
Frank Mason III,2020,9.0,118.0,16.9,0.53,24.3,0.0,0.1
Kadeem Allen,2020,10.0,117.0,14.0,0.512,20.6,-0.9,0.0
Adam Mokoka,2020,11.0,112.0,8.2,0.538,12.1,-4.1,-0.1
Miye Oni,2020,10.0,109.0,9.7,0.512,15.3,-4.3,-0.1
Justin Anderson,2020,10.0,107.0,3.2,0.352,17.1,-7.7,-0.2
Chimezie Metu,2020,18.0,105.0,22.2,0.608,23.7,1.7,0.1
Yuta Watanabe,2020,18.0,105.0,11.2,0.48,15.7,-1.7,0.0
Jaylen Hoard,2020,13.0,103.0,14.9,0.504,17.2,-2.1,0.0
Jeremiah Martin,2020,9.0,99.0,21.8,0.541,26.7,3.2,0.1
Lance Thomas,2020,7.0,98.0,3.0,0.485,13.1,-8.2,-0.2
Jarrell Brantley,2020,9.0,96.0,8.0,0.416,16.3,-4.6,-0.1
Bol Bol,2020,7.0,87.0,14.4,0.617,21.2,-3.0,0.0
Andre Roberson,2020,7.0,87.0,5.4,0.335,16.1,-5.4,-0.1
Paul Watson,2020,10.0,87.0,12.6,0.517,16.1,-0.2,0.0
Paul Watson,2020,2.0,17.0,-7.1,0.0,17.1,-13.1,0.0
Paul Watson,2020,8.0,70.0,17.3,0.675,15.9,2.9,0.1
B.J. Johnson,2020,10.0,83.0,5.4,0.412,22.1,-9.0,-0.1
Gabe Vincent,2020,9.0,83.0,1.2,0.297,20.2,-10.4,-0.2
Devon Hall,2020,11.0,81.0,3.1,0.298,20.9,-6.7,-0.1
Talen Horton-Tucker,2020,6.0,81.0,12.3,0.535,19.7,-2.1,0.0
Jerian Grant,2020,6.0,80.0,6.6,0.449,17.2,-6.5,-0.1
J.R. Smith,2020,6.0,79.0,0.0,0.372,14.3,-9.8,-0.2
Quinndary Weatherspoon,2020,11.0,78.0,3.2,0.336,12.7,-7.4,-0.1
Amile Jefferson,2020,18.0,74.0,8.9,0.372,13.5,-5.8,-0.1
Dean Wade,2020,12.0,71.0,13.9,0.744,9.9,-1.3,0.0
Mfiondu Kabengele,2020,12.0,64.0,18.2,0.614,23.7,2.2,0.1
Louis King,2020,10.0,62.0,6.2,0.448,17.1,-6.2,-0.1
Vic Law,2020,8.0,62.0,3.7,0.363,15.8,-9.6,-0.1
Khyri Thomas,2020,8.0,61.0,3.1,0.453,15.6,-7.9,-0.1
Chandler Parsons,2020,5.0,54.0,5.6,0.389,16.1,-6.0,-0.1
Tyler Cook,2020,13.0,54.0,19.4,0.741,14.7,-0.2,0.0
Tyler Cook,2020,11.0,35.0,23.9,0.752,16.7,2.3,0.0
Tyler Cook,2020,2.0,19.0,11.3,0.694,11.2,-4.8,0.0
Jordan Bone,2020,10.0,53.0,0.8,0.3,18.1,-11.9,-0.1
Ignas Brazdeikis,2020,9.0,53.0,3.2,0.351,21.0,-9.0,-0.1
Jarrod Uthoff,2020,7.0,53.0,8.8,0.503,14.8,-4.6,0.0
Jarrod Uthoff,2020,4.0,14.0,-0.1,0.254,23.4,-13.9,0.0
Jarrod Uthoff,2020,3.0,39.0,12.0,0.682,11.7,-1.3,0.0
Kevin Hervey,2020,10.0,52.0,5.0,0.315,22.8,-5.1,0.0
Zylan Cheatham,2020,4.0,51.0,6.7,0.667,10.4,-7.2,-0.1
Nigel Williams-Goss,2020,10.0,50.0,8.1,0.415,17.4,-3.9,0.0
Joakim Noah,2020,5.0,50.0,11.1,0.608,14.7,-1.6,0.0
Justin Robinson,2020,9.0,49.0,8.2,0.542,12.7,-5.7,0.0
Luka Šamanić,2020,3.0,48.0,8.8,0.45,17.8,-4.1,0.0
Naz Mitrou-Long,2020,5.0,47.0,7.8,0.412,18.7,-1.4,0.0
Jonah Bolden,2020,7.0,47.0,4.9,0.392,13.4,-9.2,-0.1
Jonah Bolden,2020,4.0,14.0,-2.0,0.515,18.1,-14.7,0.0
Jonah Bolden,2020,3.0,33.0,7.9,0.338,11.4,-6.9,0.0
Antonius Cleveland,2020,11.0,46.0,2.5,0.34,16.9,-10.1,-0.1
Jarred Vanderbilt,2020,11.0,46.0,7.6,0.676,14.9,-6.3,-0.1
Jarred Vanderbilt,2020,9.0,41.0,7.2,0.714,14.8,-6.4,0.0
Jarred Vanderbilt,2020,2.0,5.0,11.1,0.532,15.5,-5.6,0.0
Vlatko Čančar,2020,14.0,45.0,11.4,0.507,19.1,-4.8,0.0
Justin Wright-Foreman,2020,4.0,45.0,8.8,0.437,24.1,-9.0,-0.1
Udonis Haslem,2020,4.0,44.0,6.5,0.47,13.8,-7.4,-0.1
Jeremy Pargo,2020,3.0,44.0,12.6,0.557,25.7,-5.9,0.0
Johnathan Motley,2020,13.0,41.0,28.5,0.774,23.5,8.1,0.1
Zach Norvell,2020,5.0,41.0,2.6,0.402,16.1,-8.4,-0.1
Zach Norvell,2020,2.0,5.0,-5.6,0.0,8.4,-12.8,0.0
Zach Norvell,2020,3.0,36.0,3.7,0.437,17.1,-7.7,-0.1
Charlie Brown Jr.,2020,10.0,40.0,11.0,0.472,25.1,-2.5,0.0
Chasson Randle,2020,3.0,40.0,6.7,0.377,7.1,-5.9,0.0
Josh Magette,2020,8.0,38.0,5.1,0.378,23.7,-6.2,0.0
Sindarius Thornwell,2020,2.0,35.0,14.7,0.627,17.3,-0.8,0.0
Moses Brown,2020,9.0,33.0,6.7,0.407,21.2,-10.0,-0.1
Tacko Fall,2020,7.0,33.0,28.4,0.751,23.7,6.5,0.1
Corey Brewer,2020,5.0,33.0,8.7,0.47,9.6,-3.2,0.0
Joe Chealey,2020,4.0,33.0,-2.9,0.127,13.2,-12.5,-0.1
Zhaire Smith,2020,7.0,32.0,1.1,0.313,19.9,-9.8,-0.1
Jalen Lecque,2020,5.0,32.0,2.7,0.46,17.1,-9.5,-0.1
Brian Bowen,2020,6.0,31.0,0.1,0.3,15.6,-10.9,-0.1
Dewan Hernandez,2020,6.0,28.0,12.9,0.432,29.3,-9.6,-0.1
Josh Reaves,2020,4.0,28.0,5.8,0.405,15.1,-9.4,-0.1
Marial Shayok,2020,4.0,28.0,1.4,0.4,25.8,-13.0,-0.1
KZ Okpala,2020,5.0,26.0,13.7,0.595,11.7,2.4,0.0
Luc Mbah a Moute,2020,3.0,25.0,6.4,0.425,11.4,-7.4,0.0
Justin Patton,2020,5.0,24.0,4.7,0.45,22.0,-10.1,0.0
Josh Gray,2020,2.0,23.0,-5.0,0.5,12.5,-16.0,-0.1
Kostas Antetokounmpo,2020,5.0,20.0,16.3,0.902,10.3,-0.7,0.0
Matt Mooney,2020,4.0,19.0,8.1,0.25,9.0,-0.4,0.0
Eric Mika,2020,1.0,19.0,13.9,0.773,8.9,-3.4,0.0
Henry Ellenson,2020,5.0,15.0,-1.3,0.143,19.5,-10.9,0.0
Stanton Kidd,2020,4.0,15.0,-13.7,0.0,14.6,-17.6,-0.1
Tariq Owens,2020,3.0,15.0,8.4,0.34,16.7,-5.8,0.0
Daryl Macon,2020,4.0,14.0,-3.1,0.5,15.7,-12.0,0.0
Ryan Anderson,2020,2.0,14.0,9.4,0.357,23.7,-2.8,0.0
Kyle Alexander,2020,2.0,13.0,4.7,0.5,10.2,-10.1,0.0
Dusty Hannahs,2020,2.0,13.0,21.3,0.607,31.6,3.1,0.0
William Howard,2020,2.0,13.0,-12.7,0.0,15.9,-19.6,-0.1
Shamorie Ponds,2020,4.0,11.0,33.1,0.765,22.8,13.7,0.0
Isaiah Roby,2020,3.0,11.0,-7.7,0.0,8.0,-15.4,0.0
Kyle Guy,2020,3.0,10.0,6.6,0.4,21.7,-12.3,0.0
Devontae Cacok,2020,1.0,9.0,28.6,0.5,28.1,0.2,0.0
Jared Harper,2020,3.0,8.0,-5.3,0.25,21.3,-15.7,0.0
Max Strus,2020,2.0,6.0,30.7,0.727,24.4,3.9,0.0
Jamal Crawford,2020,1.0,6.0,33.2,0.625,27.9,15.0,0.0
Tyler Zeller,2020,2.0,4.0,22.4,0.25,43.2,-22.4,0.0
Malik Newman,2020,1.0,4.0,-11.4,0.347,41.5,-25.7,0.0
Marques Bolden,2020,1.0,3.0,19.8,,0.0,5.4,0.0
J.P. Macura,2020,1.0,1.0,0.0,,0.0,-6.4,0.0
League Average,2020,,,,0.565,19.9,,
Julius Randle,2021,71.0,2667.0,19.7,0.567,29.3,3.8,3.9
RJ Barrett,2021,72.0,2511.0,13.4,0.535,23.4,-1.2,0.5
Nikola Jokić,2021,72.0,2488.0,31.3,0.647,29.6,12.1,8.8
Buddy Hield,2021,71.0,2433.0,12.8,0.567,20.7,-0.6,0.9
Damian Lillard,2021,67.0,2398.0,25.6,0.623,31.4,6.3,5.0
Terry Rozier,2021,69.0,2383.0,17.1,0.575,24.4,1.6,2.2
Russell Westbrook,2021,65.0,2369.0,19.5,0.509,30.2,3.7,3.4
Andrew Wiggins,2021,71.0,2364.0,15.0,0.568,23.3,-0.4,1.0
Mikal Bridges,2021,72.0,2348.0,16.4,0.667,14.9,3.3,3.1
Nikola Vučević,2021,70.0,2348.0,22.9,0.56,29.3,5.3,4.4
Nikola Vučević,2021,44.0,1500.0,23.5,0.565,29.9,5.9,3.0
Nikola Vučević,2021,26.0,848.0,21.8,0.55,28.2,4.4,1.4
Anthony Edwards,2021,72.0,2314.0,13.9,0.523,27.0,-2.1,-0.1
Jayson Tatum,2021,64.0,2290.0,21.3,0.576,30.8,3.9,3.4
Devin Booker,2021,67.0,2270.0,19.2,0.587,32.7,0.3,1.3
Khris Middleton,2021,68.0,2269.0,18.2,0.588,25.0,1.3,1.9
Duncan Robinson,2021,72.0,2262.0,11.0,0.628,16.6,-1.0,0.6
Luka Dončić,2021,66.0,2262.0,25.3,0.587,36.0,6.8,5.1
Robert Covington,2021,70.0,2243.0,11.2,0.553,11.5,0.2,1.2
Royce O'Neale,2021,71.0,2241.0,9.9,0.599,9.6,1.0,1.7
Domantas Sabonis,2021,62.0,2231.0,20.6,0.601,24.1,3.8,3.3
Bojan Bogdanović,2021,72.0,2216.0,14.0,0.588,22.8,-0.4,0.9
Norman Powell,2021,69.0,2205.0,16.2,0.618,22.6,0.4,1.3
Norman Powell,2021,42.0,1277.0,17.7,0.645,24.2,1.5,1.1
Norman Powell,2021,27.0,928.0,14.2,0.576,20.5,-1.2,0.2
Chris Paul,2021,70.0,2199.0,21.4,0.599,22.6,4.6,3.6
Rudy Gobert,2021,71.0,2187.0,23.5,0.683,17.0,4.9,3.8
Justin Holiday,2021,72.0,2183.0,10.4,0.571,14.0,-1.0,0.6
Isaac Okoro,2021,67.0,2173.0,7.9,0.514,14.3,-5.1,-1.7
Coby White,2021,69.0,2156.0,12.0,0.54,22.5,-2.4,-0.2
Stephen Curry,2021,63.0,2152.0,26.3,0.655,34.8,8.7,5.8
Bradley Beal,2021,60.0,2147.0,22.7,0.593,34.1,3.4,2.9
Bam Adebayo,2021,64.0,2143.0,22.7,0.626,23.7,4.9,3.7
Joe Harris,2021,69.0,2141.0,14.1,0.663,16.2,0.4,1.3
Dejounte Murray,2021,67.0,2139.0,16.5,0.509,23.4,0.8,1.5
Kevin Huerter,2021,69.0,2126.0,12.2,0.541,17.2,-0.3,1.0
Trae Young,2021,63.0,2125.0,23.0,0.589,33.0,3.7,3.0
Deandre Ayton,2021,69.0,2115.0,20.3,0.653,18.2,1.2,1.7
Collin Sexton,2021,60.0,2115.0,18.0,0.573,29.7,-0.2,1.0
Eric Bledsoe,2021,71.0,2111.0,11.5,0.533,18.5,-2.0,0.0
Harrison Barnes,2021,58.0,2102.0,15.4,0.626,17.2,0.2,1.1
Brandon Ingram,2021,61.0,2093.0,19.2,0.584,28.0,2.2,2.2
