player_name,season,games,minutes,per,ts_pct,usg_pct,bpm,vorp
Lou Williams,2017,23.0,591.0,15.4,0.547,25.3,-0.5,0.2
Taj Gibson,2017,78.0,1989.0,15.0,0.543,19.3,-1.5,0.2
Taj Gibson,2017,55.0,1502.0,15.4,0.549,19.2,-1.2,0.3
Taj Gibson,2017,23.0,487.0,13.8,0.528,19.5,-2.5,-0.1
Matthew Dellavedova,2017,76.0,1986.0,9.4,0.501,16.3,-4.2,-1.1
Malcolm Brogdon,2017,75.0,1982.0,14.9,0.555,18.5,-0.4,0.8
Joe Ingles,2017,82.0,1972.0,12.4,0.604,13.9,1.6,1.8
Rodney McGruder,2017,78.0,1966.0,9.1,0.506,12.3,-1.9,0.0
Kent Bazemore,2017,73.0,1963.0,11.6,0.504,20.5,-1.0,0.5
Ish Smith,2017,81.0,1955.0,14.7,0.477,20.5,0.3,1.1
Terrence Ross,2017,78.0,1955.0,13.4,0.55,19.3,-0.2,0.9
Terrence Ross,2017,54.0,1207.0,14.9,0.558,19.8,1.2,1.0
Terrence Ross,2017,24.0,748.0,11.1,0.536,18.5,-2.5,-0.1
Frank Kaminsky,2017,75.0,1954.0,13.0,0.502,21.8,-1.2,0.4
Jon Leuer,2017,75.0,1944.0,14.2,0.551,17.3,-0.1,1.0
Iman Shumpert,2017,76.0,1937.0,9.0,0.536,14.0,-2.3,-0.1
Chris Paul,2017,61.0,1921.0,26.2,0.614,24.4,8.7,5.2
Tony Allen,2017,71.0,1914.0,13.3,0.493,17.9,-1.0,0.5
Buddy Hield,2017,82.0,1888.0,11.8,0.541,21.3,-2.0,0.0
Buddy Hield,2017,57.0,1161.0,9.9,0.503,20.4,-2.8,-0.2
Buddy Hield,2017,25.0,727.0,14.9,0.6,22.9,-0.8,0.2
Kevin Love,2017,60.0,1885.0,21.1,0.573,26.4,2.1,1.9
DeMarre Carroll,2017,72.0,1882.0,11.9,0.53,15.6,0.0,1.0
Joe Johnson,2017,78.0,1843.0,12.8,0.542,18.5,0.4,1.1
Rajon Rondo,2017,69.0,1843.0,13.6,0.461,17.8,-0.5,0.7
Avery Bradley,2017,55.0,1835.0,14.4,0.548,21.9,-0.6,0.7
Greg Monroe,2017,81.0,1823.0,21.1,0.572,24.3,1.8,1.7
E'Twaun Moore,2017,73.0,1820.0,12.1,0.537,17.4,-1.6,0.2
D'Angelo Russell,2017,63.0,1811.0,15.3,0.518,26.6,-0.8,0.6
Danny Green,2017,68.0,1807.0,10.1,0.537,13.5,0.8,1.3
Brandon Jennings,2017,81.0,1802.0,12.1,0.479,17.6,-2.4,-0.2
Brandon Jennings,2017,58.0,1428.0,12.7,0.508,18.1,-2.0,0.0
Brandon Jennings,2017,23.0,374.0,9.7,0.357,15.8,-4.0,-0.2
Vince Carter,2017,73.0,1799.0,11.7,0.542,14.9,0.8,1.3
Bismack Biyombo,2017,81.0,1793.0,12.2,0.546,13.2,-3.2,-0.6
Dwyane Wade,2017,60.0,1792.0,18.5,0.508,29.6,2.5,2.1
Luc Mbah a Moute,2017,80.0,1787.0,10.2,0.581,11.6,-0.2,0.8
Zach Randolph,2017,73.0,1786.0,18.5,0.49,29.2,-0.5,0.7
Gary Harris,2017,57.0,1782.0,16.5,0.611,18.4,0.7,1.2
Marco Belinelli,2017,74.0,1778.0,13.3,0.566,19.2,-1.1,0.4
Matt Barnes,2017,74.0,1777.0,10.3,0.514,15.6,-1.4,0.3
Matt Barnes,2017,54.0,1367.0,10.2,0.501,16.4,-1.6,0.1
Matt Barnes,2017,20.0,410.0,10.7,0.569,13.1,-0.7,0.1
C.J. Miles,2017,76.0,1776.0,13.8,0.592,18.4,0.5,1.1
Al-Farouq Aminu,2017,61.0,1773.0,11.3,0.506,15.4,-1.1,0.4
Jamal Murray,2017,82.0,1764.0,11.9,0.518,21.6,-2.0,0.0
Rondae Hollis-Jefferson,2017,78.0,1761.0,13.7,0.517,18.7,-1.3,0.3
Patty Mills,2017,80.0,1754.0,15.2,0.578,19.5,1.6,1.6
Trevor Booker,2017,71.0,1754.0,15.7,0.554,18.7,-0.6,0.6
Sean Kilpatrick,2017,70.0,1754.0,13.1,0.546,23.8,-2.3,-0.1
Kyle Korver,2017,67.0,1753.0,12.1,0.635,15.2,0.0,0.9
Kyle Korver,2017,32.0,894.0,10.8,0.591,14.5,-0.4,0.4
Kyle Korver,2017,35.0,859.0,13.5,0.677,15.8,0.3,0.5
Zach LaVine,2017,47.0,1749.0,14.6,0.576,21.7,0.1,0.9
Marquese Chriss,2017,82.0,1743.0,12.3,0.529,19.7,-2.2,-0.1
Ty Lawson,2017,69.0,1732.0,15.4,0.551,19.5,-1.0,0.4
Garrett Temple,2017,65.0,1728.0,11.2,0.545,14.2,-0.8,0.5
Jabari Parker,2017,51.0,1728.0,19.1,0.563,26.5,0.7,1.2
Cody Zeller,2017,62.0,1725.0,16.7,0.604,15.5,0.2,1.0
Will Barton,2017,60.0,1705.0,15.5,0.547,21.1,0.2,1.0
Raymond Felton,2017,80.0,1700.0,10.9,0.496,16.5,-1.3,0.3
Nikola Mirotić,2017,70.0,1679.0,14.5,0.546,19.8,0.7,1.1
Gerald Henderson,2017,72.0,1667.0,10.8,0.529,17.9,-3.1,-0.5
Evan Turner,2017,65.0,1658.0,11.4,0.491,18.5,-2.5,-0.2
Deron Williams,2017,64.0,1657.0,14.0,0.541,22.1,-1.8,0.1
Deron Williams,2017,40.0,1171.0,15.0,0.533,23.7,-1.3,0.2
Deron Williams,2017,24.0,486.0,11.4,0.566,18.1,-3.0,-0.1
Dante Cunningham,2017,66.0,1649.0,10.2,0.586,10.7,-1.6,0.2
Isaiah Whitehead,2017,73.0,1643.0,7.6,0.487,18.2,-5.1,-1.3
Dorian Finney-Smith,2017,81.0,1642.0,7.7,0.486,11.6,-2.6,-0.3
Justin Holiday,2017,82.0,1639.0,12.7,0.549,16.9,-0.3,0.7
Domantas Sabonis,2017,81.0,1632.0,6.9,0.469,15.4,-4.5,-1.0
Pau Gasol,2017,64.0,1627.0,20.2,0.578,21.3,4.0,2.5
Richard Jefferson,2017,79.0,1614.0,8.3,0.574,12.2,-3.1,-0.4
Josh Richardson,2017,53.0,1614.0,10.7,0.493,16.8,-1.1,0.4
Amir Johnson,2017,80.0,1608.0,15.0,0.628,13.6,0.6,1.1
Kelly Oubre Jr.,2017,79.0,1605.0,9.1,0.516,14.6,-3.2,-0.5
Patrick Patterson,2017,65.0,1599.0,10.8,0.542,12.5,0.1,0.8
Thabo Sefolosha,2017,62.0,1596.0,11.9,0.519,13.3,0.4,1.0
Rodney Hood,2017,59.0,1593.0,12.4,0.522,22.9,-0.9,0.4
Tony Parker,2017,63.0,1587.0,13.0,0.514,20.2,-2.6,-0.2
Arron Afflalo,2017,61.0,1580.0,8.9,0.559,14.4,-3.6,-0.7
Alex Len,2017,77.0,1560.0,15.0,0.553,17.6,-2.3,-0.1
Nick Young,2017,60.0,1556.0,14.1,0.588,19.5,-0.1,0.7
Clint Capela,2017,65.0,1551.0,21.4,0.638,19.9,1.2,1.2
George Hill,2017,49.0,1544.0,19.3,0.599,23.5,3.8,2.3
D.J. Augustin,2017,78.0,1538.0,11.0,0.524,19.4,-3.0,-0.4
Kelly Olynyk,2017,75.0,1538.0,15.3,0.603,19.0,0.3,0.9
Jeff Green,2017,69.0,1534.0,10.5,0.505,20.3,-3.6,-0.6
Enes Freedom,2017,72.0,1533.0,23.7,0.599,27.3,1.7,1.4
Jerami Grant,2017,80.0,1531.0,10.1,0.556,12.1,-1.3,0.3
Jerami Grant,2017,2.0,41.0,3.0,0.39,24.9,-8.3,-0.1
Jerami Grant,2017,78.0,1490.0,10.3,0.566,11.8,-1.1,0.4
Tim Frazier,2017,65.0,1525.0,12.4,0.504,16.3,-2.7,-0.3
Sergio Rodríguez,2017,68.0,1518.0,11.1,0.484,19.3,-2.7,-0.3
Shabazz Muhammad,2017,78.0,1516.0,14.9,0.566,21.5,-2.4,-0.1
Doug McDermott,2017,66.0,1508.0,10.7,0.554,16.4,-2.3,-0.1
Doug McDermott,2017,44.0,1078.0,11.3,0.555,17.6,-2.1,0.0
Doug McDermott,2017,22.0,430.0,9.3,0.551,13.6,-2.7,-0.1
James Ennis III,2017,64.0,1501.0,10.6,0.581,13.0,-1.2,0.3
Wayne Ellington,2017,62.0,1500.0,12.6,0.565,17.9,-0.1,0.7
Langston Galloway,2017,74.0,1495.0,10.4,0.51,18.4,-2.3,-0.1
Langston Galloway,2017,55.0,1120.0,11.2,0.508,19.5,-1.5,0.1
Langston Galloway,2017,19.0,375.0,8.0,0.522,15.4,-4.7,-0.3
Luol Deng,2017,56.0,1486.0,10.1,0.47,14.2,-2.1,0.0
David Lee,2017,79.0,1477.0,18.5,0.613,16.9,1.8,1.4
Anthony Tolliver,2017,65.0,1477.0,11.1,0.595,13.6,-1.0,0.4
Andrew Harrison,2017,72.0,1474.0,8.7,0.477,16.4,-3.4,-0.5
Larry Nance Jr.,2017,63.0,1442.0,15.7,0.567,13.4,0.6,1.0
Glenn Robinson III,2017,69.0,1427.0,11.5,0.564,12.8,-0.3,0.6
Dirk Nowitzki,2017,54.0,1424.0,17.0,0.529,25.8,0.8,1.0
Reggie Jackson,2017,52.0,1424.0,14.9,0.51,26.4,-1.0,0.4
Willie Cauley-Stein,2017,75.0,1421.0,16.3,0.558,19.7,-1.0,0.3
Sam Dekker,2017,77.0,1419.0,13.1,0.549,14.9,-0.2,0.6
Kosta Koufos,2017,71.0,1419.0,13.8,0.56,15.3,-2.5,-0.2
Emmanuel Mudiay,2017,55.0,1406.0,10.9,0.483,22.6,-3.2,-0.4
Channing Frye,2017,74.0,1398.0,15.6,0.612,19.3,1.0,1.1
Jonathon Simmons,2017,78.0,1392.0,9.9,0.504,18.0,-2.6,-0.2
Jusuf Nurkić,2017,65.0,1391.0,17.5,0.528,23.9,-0.9,0.4
Jusuf Nurkić,2017,45.0,807.0,15.0,0.515,22.6,-2.1,0.0
Jusuf Nurkić,2017,20.0,584.0,21.1,0.545,25.7,0.9,0.4
Dion Waiters,2017,46.0,1384.0,14.5,0.507,26.3,-0.1,0.7
Stanley Johnson,2017,77.0,1371.0,7.2,0.436,14.8,-3.0,-0.3
Norman Powell,2017,76.0,1368.0,14.0,0.552,21.1,-0.5,0.5
Jason Terry,2017,74.0,1365.0,9.1,0.6,9.8,-0.9,0.4
Jared Dudley,2017,64.0,1362.0,10.6,0.579,13.8,-1.0,0.3
Shaun Livingston,2017,76.0,1345.0,10.1,0.568,13.0,-2.5,-0.2
Jaylen Brown,2017,78.0,1341.0,10.3,0.539,18.1,-3.7,-0.6
Spencer Dinwiddie,2017,59.0,1334.0,12.7,0.581,14.1,-1.0,0.4
Kris Dunn,2017,78.0,1333.0,8.1,0.432,14.2,-2.8,-0.3
Dwight Powell,2017,77.0,1333.0,17.6,0.588,16.7,1.0,1.0
Dewayne Dedmon,2017,76.0,1330.0,16.0,0.645,12.3,0.6,0.9
Willy Hernangómez,2017,72.0,1324.0,19.0,0.564,20.3,-0.3,0.6
Tyson Chandler,2017,47.0,1298.0,16.6,0.703,11.2,0.3,0.8
Kenneth Faried,2017,61.0,1296.0,20.3,0.588,18.3,0.3,0.7
Manu Ginóbili,2017,69.0,1291.0,13.9,0.532,20.4,1.4,1.1
Marreese Speights,2017,82.0,1286.0,17.5,0.584,23.6,0.6,0.9
Randy Foye,2017,69.0,1284.0,7.3,0.506,14.4,-4.4,-0.8
Boris Diaw,2017,73.0,1283.0,9.0,0.494,15.6,-2.5,-0.1
Corey Brewer,2017,82.0,1281.0,9.1,0.491,14.3,-2.7,-0.2
Corey Brewer,2017,58.0,923.0,7.5,0.491,12.9,-3.4,-0.3
Corey Brewer,2017,24.0,358.0,13.3,0.49,18.0,-1.0,0.1
Terrence Jones,2017,54.0,1270.0,16.1,0.515,21.4,-0.6,0.5
Terrence Jones,2017,51.0,1264.0,16.2,0.518,21.4,-0.5,0.5
Terrence Jones,2017,3.0,6.0,1.5,0.0,22.8,-10.6,0.0
Zaza Pachulia,2017,70.0,1268.0,16.1,0.588,15.3,0.6,0.8
Noah Vonleh,2017,74.0,1265.0,10.8,0.525,13.1,-3.9,-0.6
Terry Rozier,2017,74.0,1263.0,10.9,0.466,17.1,-1.4,0.2
Malcolm Delaney,2017,73.0,1248.0,7.5,0.456,18.3,-5.6,-1.1
Mike Muscala,2017,70.0,1237.0,14.4,0.596,14.8,1.1,1.0
Caris LeVert,2017,57.0,1237.0,12.3,0.556,16.6,-1.1,0.3
Jonas Jerebko,2017,78.0,1232.0,9.3,0.537,11.4,-2.4,-0.1
Kyle O'Quinn,2017,79.0,1229.0,20.5,0.552,18.5,1.9,1.2
Danté Exum,2017,66.0,1228.0,8.5,0.521,18.1,-3.3,-0.4
Justin Anderson,2017,75.0,1228.0,13.9,0.537,20.9,-1.3,0.2
Justin Anderson,2017,51.0,710.0,14.7,0.521,23.6,-1.0,0.2
Justin Anderson,2017,24.0,518.0,12.8,0.564,17.2,-1.9,0.0
Meyers Leonard,2017,74.0,1222.0,8.9,0.507,15.5,-3.3,-0.4
Shelvin Mack,2017,55.0,1205.0,10.9,0.518,19.6,-2.3,-0.1
Nenê,2017,67.0,1198.0,18.9,0.63,19.7,0.8,0.8
Yogi Ferrell,2017,46.0,1197.0,13.1,0.533,19.6,-1.1,0.3
Yogi Ferrell,2017,10.0,151.0,6.5,0.482,19.9,-7.5,-0.2
Yogi Ferrell,2017,36.0,1046.0,14.1,0.541,19.5,-0.2,0.5
Richaun Holmes,2017,57.0,1193.0,18.6,0.611,18.6,1.0,0.9
Timothé Luwawu-Cabarrot,2017,69.0,1190.0,8.5,0.536,17.8,-4.6,-0.8
Nemanja Bjelica,2017,65.0,1190.0,11.0,0.526,16.4,-1.6,0.1
J.R. Smith,2017,41.0,1187.0,8.1,0.484,14.6,-2.1,0.0
Derrick Favors,2017,50.0,1186.0,15.8,0.512,20.7,-0.1,0.6
Troy Daniels,2017,67.0,1183.0,10.4,0.531,21.7,-1.8,0.0
Justin Hamilton,2017,64.0,1177.0,13.6,0.55,16.2,-0.8,0.4
Ben McLemore,2017,61.0,1176.0,9.8,0.538,20.1,-4.2,-0.6
Aron Baynes,2017,75.0,1163.0,13.1,0.57,14.1,-2.7,-0.2
Trey Lyles,2017,71.0,1158.0,9.9,0.464,21.7,-2.2,-0.1
Jeremy Lamb,2017,62.0,1143.0,17.0,0.55,23.2,0.5,0.7
Brandon Knight,2017,54.0,1140.0,12.4,0.502,25.0,-2.8,-0.2
Joe Harris,2017,52.0,1138.0,9.0,0.558,16.5,-3.5,-0.4
Ian Clark,2017,77.0,1137.0,13.1,0.575,19.5,-1.5,0.1
Jahlil Okafor,2017,50.0,1134.0,14.8,0.546,24.1,-2.5,-0.1
Mirza Teletović,2017,70.0,1133.0,8.8,0.515,19.1,-3.8,-0.5
Tyler Ulis,2017,61.0,1123.0,13.0,0.474,20.3,-2.4,-0.1
John Henson,2017,58.0,1123.0,15.3,0.55,16.6,-1.6,0.1
Timofey Mozgov,2017,54.0,1104.0,12.3,0.553,16.8,-4.3,-0.7
Tarik Black,2017,67.0,1091.0,15.0,0.56,15.7,-3.2,-0.3
Lucas Nogueira,2017,57.0,1088.0,15.5,0.682,9.5,2.0,1.1
Devin Harris,2017,65.0,1087.0,13.8,0.549,19.7,-0.4,0.4
Patrick McCaw,2017,71.0,1074.0,8.6,0.54,11.9,-2.4,-0.1
Jason Smith,2017,74.0,1068.0,13.6,0.598,16.7,-1.8,0.1
Luke Babbitt,2017,68.0,1065.0,8.3,0.563,13.0,-2.0,0.0
Montrezl Harrell,2017,58.0,1064.0,19.2,0.662,17.6,1.0,0.8
Álex Abrines,2017,68.0,1055.0,10.1,0.56,15.9,-1.6,0.1
Nerlens Noel,2017,51.0,1047.0,20.4,0.622,17.6,2.4,1.2
Nerlens Noel,2017,29.0,564.0,20.8,0.634,17.8,3.2,0.7
Nerlens Noel,2017,22.0,483.0,19.8,0.606,17.3,1.4,0.4
Cristiano Felício,2017,66.0,1040.0,15.3,0.603,12.4,-0.7,0.3
Willie Reed,2017,71.0,1031.0,17.1,0.578,15.3,-0.9,0.3
Brandon Rush,2017,47.0,1030.0,6.6,0.505,9.6,-2.5,-0.1
Jerian Grant,2017,63.0,1028.0,13.2,0.555,16.0,0.1,0.6
Kyle Anderson,2017,72.0,1020.0,12.5,0.525,12.1,1.8,1.0
Mindaugas Kuzminskas,2017,68.0,1016.0,12.4,0.533,19.2,-1.9,0.0
Joakim Noah,2017,46.0,1015.0,15.2,0.491,12.6,-0.5,0.4
Rudy Gay,2017,30.0,1013.0,17.9,0.559,25.8,1.9,1.0
C.J. Watson,2017,62.0,1012.0,9.3,0.507,14.1,-3.6,-0.4
Bobby Portis,2017,64.0,1000.0,14.9,0.545,19.1,-1.5,0.1
Taurean Prince,2017,59.0,981.0,9.8,0.513,17.2,-1.8,0.0
Joffrey Lauvergne,2017,70.0,980.0,12.6,0.509,18.5,-2.2,-0.1
Joffrey Lauvergne,2017,50.0,739.0,12.9,0.531,17.8,-1.6,0.1
Joffrey Lauvergne,2017,20.0,241.0,11.6,0.451,20.7,-4.1,-0.1
Denzel Valentine,2017,57.0,976.0,7.3,0.492,15.4,-3.3,-0.3
Semaj Christon,2017,64.0,973.0,5.7,0.387,12.2,-5.1,-0.8
Lance Thomas,2017,46.0,968.0,8.4,0.516,13.1,-3.5,-0.4
Leandro Barbosa,2017,67.0,963.0,11.5,0.509,20.0,-2.5,-0.1
Mario Hezonja,2017,65.0,960.0,7.2,0.45,18.8,-5.0,-0.7
Michael Beasley,2017,56.0,935.0,17.8,0.584,25.3,-0.8,0.3
Al Jefferson,2017,66.0,931.0,18.9,0.526,26.1,-1.4,0.1
Salah Mejri,2017,73.0,905.0,14.8,0.65,10.6,-0.7,0.3
Aaron Brooks,2017,65.0,894.0,9.5,0.507,19.2,-3.7,-0.4
Khris Middleton,2017,29.0,889.0,15.0,0.57,22.5,-0.3,0.4
Jeremy Lin,2017,36.0,883.0,19.2,0.566,26.6,2.0,0.9
Lavoy Allen,2017,61.0,871.0,11.6,0.485,10.9,-1.7,0.1
Pascal Siakam,2017,55.0,859.0,11.5,0.523,13.1,-2.4,-0.1
Ron Baker,2017,52.0,857.0,7.5,0.456,14.8,-4.7,-0.6
David West,2017,68.0,854.0,16.6,0.571,17.9,2.8,1.0
Michael Carter-Williams,2017,45.0,846.0,9.9,0.437,20.9,-3.2,-0.3
Paul Zipser,2017,44.0,843.0,6.9,0.503,14.4,-4.4,-0.5
Juancho Hernangómez,2017,62.0,842.0,13.4,0.592,14.6,-0.1,0.4
Mike Dunleavy,2017,53.0,841.0,10.1,0.573,14.0,-1.4,0.1
Mike Dunleavy,2017,23.0,366.0,7.6,0.539,13.7,-3.1,-0.1
Mike Dunleavy,2017,30.0,475.0,11.9,0.597,14.3,-0.1,0.2
Ramon Sessions,2017,50.0,811.0,12.4,0.495,20.1,-2.4,-0.1
Wesley Johnson,2017,68.0,810.0,8.4,0.448,12.5,-2.0,0.0
Dāvis Bertāns,2017,67.0,808.0,12.9,0.609,15.7,1.3,0.7
Derrick Williams,2017,50.0,804.0,10.6,0.537,17.2,-2.9,-0.2
Derrick Williams,2017,25.0,377.0,10.1,0.465,20.4,-3.4,-0.1
Derrick Williams,2017,25.0,427.0,11.1,0.628,14.4,-2.5,-0.1
Spencer Hawes,2017,54.0,797.0,15.6,0.562,19.8,0.5,0.5
Spencer Hawes,2017,35.0,626.0,14.8,0.545,19.6,-0.1,0.3
Spencer Hawes,2017,19.0,171.0,18.6,0.62,20.3,2.8,0.2
Ed Davis,2017,46.0,789.0,11.5,0.563,12.0,-4.1,-0.4
Tyreke Evans,2017,40.0,788.0,15.5,0.501,26.7,0.4,0.5
Tyreke Evans,2017,26.0,474.0,15.8,0.491,27.2,0.0,0.2
Tyreke Evans,2017,14.0,314.0,14.9,0.516,26.0,0.9,0.2
Joel Embiid,2017,31.0,786.0,24.1,0.584,36.0,4.5,1.3
DeAndre Liggins,2017,62.0,777.0,7.5,0.476,11.6,-2.2,0.0
DeAndre Liggins,2017,61.0,752.0,7.2,0.473,11.5,-2.3,-0.1
DeAndre Liggins,2017,1.0,25.0,17.6,0.546,13.8,1.0,0.0
Tyus Jones,2017,60.0,774.0,13.8,0.523,13.6,0.2,0.4
J.J. Barea,2017,35.0,771.0,17.2,0.521,26.2,1.5,0.7
Hollis Thompson,2017,40.0,752.0,7.9,0.482,13.0,-2.6,-0.1
Hollis Thompson,2017,31.0,561.0,9.0,0.51,13.7,-2.4,-0.1
Hollis Thompson,2017,9.0,191.0,4.7,0.378,10.9,-3.1,-0.1
JaVale McGee,2017,77.0,739.0,25.2,0.642,23.8,1.2,0.6
Jodie Meeks,2017,36.0,738.0,13.1,0.567,19.4,-1.8,0.1
Tomáš Satoranský,2017,57.0,719.0,8.5,0.477,12.1,-2.4,-0.1
Anthony Morrow,2017,49.0,714.0,10.1,0.505,16.4,-2.3,0.0
Anthony Morrow,2017,40.0,627.0,9.2,0.491,16.3,-2.8,-0.1
Anthony Morrow,2017,9.0,87.0,16.0,0.606,17.0,1.5,0.1
Alan Williams,2017,47.0,708.0,19.5,0.547,20.9,-1.3,0.1
Trey Burke,2017,57.0,703.0,10.8,0.532,19.6,-3.0,-0.2
Rodney Stuckey,2017,39.0,696.0,9.5,0.483,22.2,-4.4,-0.4
Kris Humphries,2017,56.0,689.0,13.6,0.514,17.6,-2.0,0.0
Roy Hibbert,2017,48.0,682.0,13.5,0.614,14.0,-2.3,0.0
Roy Hibbert,2017,42.0,671.0,13.5,0.613,14.0,-2.4,-0.1
Roy Hibbert,2017,6.0,11.0,16.3,0.667,15.5,-0.5,0.0
Chandler Parsons,2017,34.0,675.0,7.7,0.436,17.8,-3.8,-0.3
Alec Burks,2017,42.0,653.0,11.6,0.501,22.7,-2.3,0.0
Omri Casspi,2017,36.0,643.0,10.0,0.526,14.4,-3.2,-0.2
Omri Casspi,2017,22.0,397.0,11.4,0.511,16.3,-2.6,-0.1
Omri Casspi,2017,1.0,24.0,10.0,0.667,20.3,-5.3,0.0
Omri Casspi,2017,13.0,222.0,7.5,0.542,10.3,-3.9,-0.1
Darrell Arthur,2017,41.0,639.0,12.8,0.583,17.3,-0.1,0.3
Jakob Poeltl,2017,54.0,626.0,12.2,0.589,12.1,-3.1,-0.2
Justise Winslow,2017,18.0,625.0,8.2,0.399,19.8,-3.8,-0.3
Skal Labissière,2017,33.0,612.0,16.8,0.577,21.3,-2.3,0.0
Ivica Zubac,2017,38.0,609.0,17.0,0.547,20.3,-1.7,0.0
Isaiah Canaan,2017,39.0,592.0,8.1,0.483,15.4,-3.3,-0.2
Tyler Ennis,2017,53.0,588.0,10.9,0.521,19.1,-3.2,-0.2
Tyler Ennis,2017,31.0,196.0,4.0,0.444,19.3,-8.0,-0.3
Tyler Ennis,2017,22.0,392.0,14.3,0.553,19.0,-0.8,0.1
Alexis Ajinça,2017,39.0,584.0,12.9,0.529,17.2,-3.3,-0.2
Andrew Bogut,2017,27.0,583.0,9.3,0.46,10.4,-2.6,-0.1
Andrew Bogut,2017,26.0,582.0,9.4,0.46,10.4,-2.5,-0.1
Andrew Bogut,2017,1.0,1.0,-35.3,,0.0,-45.0,0.0
Brandon Bass,2017,52.0,577.0,19.7,0.65,19.7,0.4,0.4
Marcus Thornton,2017,33.0,575.0,10.4,0.494,18.7,-2.4,-0.1
Dragan Bender,2017,43.0,574.0,5.3,0.44,14.4,-5.1,-0.4
Thon Maker,2017,57.0,562.0,14.0,0.558,17.8,-2.0,0.0
Thomas Robinson,2017,48.0,560.0,17.3,0.535,20.7,-2.1,0.0
Beno Udrih,2017,39.0,560.0,16.2,0.535,19.6,0.3,0.3
Kevin Séraphin,2017,49.0,559.0,14.4,0.559,19.0,-3.4,-0.2
Jarell Martin,2017,42.0,558.0,8.7,0.477,16.4,-5.8,-0.5
Quincy Acy,2017,38.0,558.0,11.8,0.565,16.8,-2.1,0.0
Quincy Acy,2017,6.0,48.0,-1.4,0.355,20.0,-14.3,-0.1
Quincy Acy,2017,32.0,510.0,13.1,0.587,16.5,-0.9,0.1
Troy Williams,2017,30.0,557.0,9.0,0.511,17.1,-3.8,-0.3
Troy Williams,2017,24.0,418.0,7.8,0.474,17.4,-4.4,-0.3
Troy Williams,2017,6.0,139.0,12.8,0.616,16.2,-1.9,0.0
Ian Mahinmi,2017,31.0,555.0,14.1,0.601,14.0,-1.4,0.1
Derrick Jones Jr.,2017,32.0,545.0,12.0,0.604,11.7,-2.3,0.0
José Calderón,2017,41.0,539.0,8.9,0.506,14.4,-3.2,-0.2
José Calderón,2017,24.0,292.0,9.1,0.508,15.3,-3.6,-0.1
José Calderón,2017,17.0,247.0,8.7,0.504,13.3,-2.8,0.0
Gerald Green,2017,47.0,538.0,11.9,0.524,22.7,-3.0,-0.1
Cole Aldrich,2017,62.0,531.0,12.7,0.549,9.4,-0.8,0.2
Tyler Zeller,2017,51.0,525.0,13.0,0.508,16.5,-2.4,0.0
Nicolás Brussino,2017,54.0,521.0,10.7,0.498,16.0,-1.6,0.1
Shabazz Napier,2017,53.0,512.0,13.6,0.533,21.2,-0.4,0.2
K.J. McDaniels,2017,49.0,505.0,11.5,0.555,18.1,-2.3,0.0
K.J. McDaniels,2017,29.0,212.0,10.2,0.552,16.4,-2.9,-0.1
K.J. McDaniels,2017,20.0,293.0,12.5,0.556,19.3,-1.9,0.0
Miles Plumlee,2017,45.0,484.0,8.4,0.518,13.1,-5.0,-0.4
Miles Plumlee,2017,32.0,310.0,8.0,0.492,15.5,-5.4,-0.3
Miles Plumlee,2017,13.0,174.0,9.0,0.602,8.7,-4.4,-0.1
Ömer Aşık,2017,31.0,482.0,9.8,0.517,8.8,-3.7,-0.2
Donatas Motiejūnas,2017,34.0,479.0,9.1,0.47,17.6,-4.3,-0.3
Okaro White,2017,35.0,471.0,7.5,0.507,10.8,-3.1,-0.1
Reggie Bullock,2017,31.0,467.0,11.7,0.538,13.4,0.3,0.3
Cameron Payne,2017,31.0,462.0,5.5,0.407,20.9,-6.1,-0.5
Cameron Payne,2017,20.0,320.0,6.1,0.402,19.6,-5.3,-0.3
Cameron Payne,2017,11.0,142.0,4.0,0.417,23.9,-7.7,-0.2
Luis Scola,2017,36.0,461.0,13.9,0.55,18.7,-2.9,-0.1
Rashad Vaughn,2017,41.0,458.0,7.8,0.449,17.2,-3.6,-0.2
James Michael McAdoo,2017,52.0,457.0,13.1,0.543,14.6,-1.8,0.0
Kevon Looney,2017,53.0,447.0,13.6,0.553,13.4,-1.7,0.0
Brandan Wright,2017,28.0,447.0,18.6,0.628,16.3,1.7,0.4
Delon Wright,2017,27.0,446.0,15.0,0.535,16.6,2.0,0.5
Jordan Crawford,2017,19.0,442.0,17.6,0.582,25.5,1.3,0.4
Jeff Withey,2017,51.0,432.0,18.8,0.588,14.9,1.4,0.4
Brian Roberts,2017,41.0,416.0,9.8,0.51,17.9,-4.2,-0.2
Sasha Vujačić,2017,42.0,408.0,8.6,0.423,17.3,-3.2,-0.1
Wade Baldwin,2017,33.0,405.0,6.5,0.404,19.1,-5.5,-0.3
David Nwaba,2017,20.0,397.0,12.2,0.611,11.8,-2.2,0.0
Toney Douglas,2017,24.0,394.0,10.6,0.451,17.4,-1.5,0.1
Kay Felder,2017,42.0,386.0,11.4,0.462,24.2,-2.4,0.0
Kyle Singler,2017,32.0,385.0,5.9,0.486,11.2,-4.3,-0.2
Jordan McRae,2017,37.0,384.0,9.7,0.488,20.8,-3.7,-0.2
James Jones,2017,48.0,381.0,11.1,0.655,13.0,-0.3,0.2
Darrun Hilliard,2017,39.0,381.0,5.9,0.459,19.3,-6.0,-0.4
